"RESOURCE_TYPE","DOI_NAME","DOI_TITLE","DOI_SPECIAL","DOI_CREATOR","DOI_DISTRIBUTOR","YEAR","URL","STATUS","PROVIDER","SUBMITTER"
"Data Files","10.3334/ORNLDAAC/713","SAFARI 2000 JRA Aerocommander Trace Gas, Aerosol, and CCN Data, Dry Season 2000","","PIKETH, S.J.|ELIAS, T.|STEIN, D.C.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=713","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/714","SAFARI 2000 JRB Aerocommander Trace Gas and Aerosol Data, Dry Season 2000","","PIKETH, S.J.|ELIAS, T.|STEIN, D.C.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=714","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/715","SAFARI 2000 Micro-Pulse Lidar Cloud and Aerosol Data, Dry Season 2000","","WELTON, J.|SPINHIRNE, J.|CAMPBELL, J.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=715","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/716","SAFARI 2000 SSM/I GPROF 6.0 Precipitation Data, 0.5-Deg, 1999-2001","","NELKIN, E.J.|HUFFMAN, G.J.|KUMMEROW, C.D.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=716","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/717","SAFARI 2000 TOVS Surface and Atmospheric Parameters, 1-Deg, 1999-2001","","SUSSKIND, J.|IREDELL, L.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=717","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/718","SAFARI 2000 TRMM 3B-43 Monthly Precipitation, 1-Deg, 1999-2001","","HUFFMAN, G.J.|BOLVIN, D.T.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=718","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/719","SAFARI 2000 AOT and Column Water Vapor, Kalahari Transect, Wet Season 2000","","PRIVETTE, J.L.|MUKELABAI, M.M.|PIETRAS, C.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=719","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/72","Radiant Temperature Ground Data (FIFE)","","BLAD, B.L.|WALTER-SHEA, E.A.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=72","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/720","SAFARI 2000 C-130 Aerosol and Meteorological Data, Dry Season 2000","","HAYWOOD, J.M.|OSBORNE, S.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=720","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/721","SAFARI 2000 Cloud Physics Lidar (CPL) Quicklook Images and Maps","","MCGILL, M.J.|HLAVKA, D.L.|HART, W.D.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=721","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/722","SAFARI 2000 ER-2 Color-IR Aerial Photography, Dry Season 2000","","MYERS, J.S.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=722","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/723","SAFARI 2000 ETA Atmospheric Model Data, Wet and Dry Seasons 2000","","SOUTH AFRICAN WEATHER SERVICE (SAWS)","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=723","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/724","SAFARI 2000 Fire Emission Data, Dry Season 2000","","YOKELSON, R.J.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=724","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/725","SAFARI 2000 Physical and Chemical Properties of Aerosols, Dry Season 2000","","POSFAI, M.|SIMONICS, R.|LI, J.|BUSECK, P.R.|HOBBS, P.V.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=725","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/726","SAFARI 2000 SHADOZ Ozonesonde Data, Zambia and Regional Sites, Dry Season 2000","","THOMPSON, A.M.|WITTE, J.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=726","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/727","SAFARI 2000 Surface Atmospheric Radiative Transfer (SMART), Dry Season 2000","","TSAY, S.C.|LI, J.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=727","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/728","SAFARI 2000 Upper Air Meteorological Profiles, Skukuza, Dry Seasons 1999-2000","","SWAP, R.J.|PIKETH, S.J.|ROSS, K.E.|BARENBRUG, M.|BILLMARK, K.A.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=728","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/729","SAFARI 2000 Upper Air Meteorological Profiles, South Africa, Dry Season 2000","","UNIV OF WYOMING, DEPT OF ATMOSPHERIC SCIENCE","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=729","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/73","Radiosonde Data: NOAA (FIFE)","","TARPLEY, D.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=73","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/730","Nitrogen Deposition onto the United States and Western Europe","","HOLLAND, E.A.|BRASWELL, B.H.|SULZMAN, J.M.|LAMARQUE, J.-F.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=730","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/731","VEMAP 1: Selected Model Results","","KITTEL, T.G.F.|ROSENBLOOM, N.A.|PAINTER, T.H.|SCHIMEL, D.S.|FISHER, H.H.|GRIMSDELL, A.|VEMAP PARTICIPANTS|DALY, C.|HUNT, E.R.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=731","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/74","Reflectance Reference Targets (OTTER)","","MILLER, J.R.|FREEMANTLE, J.R.|BELANGER, M.|AWAYA, Y.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=74","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/747","BigFoot Leaf Area Index Surfaces for North and South American Sites, 2000-2003","","COHEN, W.B.|MAIERSPERGER, T.K.|PFLUGMACHER, D.","NASA Oak Ridge National Laboratory DAAC","2006","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=747","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/748","BigFoot Land Cover Surfaces for North and South American Sites, 2000-2003","","COHEN, W.B.|MAIERSPERGER, T.K.|PFLUGMACHER, D.","NASA Oak Ridge National Laboratory DAAC","2006","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=748","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/749","BigFoot GPP Surfaces for North and South American Sites, 2000-2004","","TURNER, D.P.|RITTS, W.D.|GREGORY, M.J.","NASA Oak Ridge National Laboratory DAAC","2006","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=749","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/75","Root Biomass Data (FIFE)","","SEASTEDT, T.R.|TURNER, C.L.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=75","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/750","BigFoot NPP Surfaces for North and South American Sites, 2000-2004","","TURNER, D.P.|RITTS, W.D.|GREGORY, M.J.","NASA Oak Ridge National Laboratory DAAC","2006","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=750","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/751","SAFARI 2000 Reflectance of Fire Residue, Kruger National Park, Dry Season 2000","","LANDMANN, T.|ROY, D.P.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=751","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/752","SAFARI 2000 Biomass Burning Emissions, Selected Sites, Dry Season 2000","","LOBERT, J.M.|KEENE, W.C.|CRUTZEN, P.J.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=752","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/753","SAFARI 2000 Gas Emissions from Biofuel Use and Production, September 2000","","YOKELSON, R.J.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=753","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/754","SAFARI 2000 1-Degree Estimates of Burned Biomass, Area, and Emissions, 2000","","ITO, A.|PENNER, J.E.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=754","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/755","SAFARI 2000 Modeled Fuel Load in Southern Africa, 1999-2000","","HELY, C.|CAYLOR, K.K.|DOWTY, P.|SWAP, R.J.|SHUGART, H.H.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=755","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/756","SAFARI 2000 Historical Fire Maps, Kruger National Park, 1992-2001","","WOODS, D.|GOVENDER, N.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=756","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/757","SAFARI 2000 Pre- and Post-fire Reflectance near Kaoma, Zambia, Dry Season 2000","","SILVA, J.N.M.|PEREIRA, J.M.C.|SA, A.C.L.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=757","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/758","SAFARI 2000 Emissions Estimates, MODIS Burned Area Product, Dry Season 2000","","KORONTZI, S.|ROY, D.P.|JUSTICE, C.O.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=758","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/759","SAFARI 2000 BVOC Measurements at Skukuza and Maun Flux Towers, Wet Season 2001","","GUENTHER, A.B.|HARLEY, P.|GREENBERG, J.P.|OTTER, L.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=759","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/76","Satellite Atmos. Correction Coef. (FIFE)","","NEWCOMER, J.A.|GOETZ, S.J.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=76","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/760","SAFARI 2000 Meteorological and Flux Tower Measurements in Maun, Botswana, 2000","","LLOYD, J.|KOLLE, O.|VEENENDAAL, E.M.|ARNETH, A.|WOLSKI, P.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=760","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/761","SAFARI 2000 Meteorological Tower Measurements, Kruger National Park, 2000-2002","","HANAN, N.P.|SCHOLES, R.J.|COUGHENOUR, M.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=761","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/762","SAFARI 2000 MODIS Water and Heat Fluxes, Maun, Botswana, Dry Season 2001","","TIMMERMANS, W.J.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=762","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/763","SAFARI 2000 Leaf-Level VOC Emissions, Maun, Botswana, Wet Season 2001","","JAMES, A.E.|OWEN, S.M.|HEWITT, C.N.|GREENBERG, J.P.|GUENTHER, A.B.|OTTER, L.|VEENENDAAL, E.M.|MANTLANA, K.B.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=763","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/764","SAFARI 2000 Estimated BVOC Emissions for Southern African Land Cover Types","","OTTER, L.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=764","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/765","SAFARI 2000 Kalahari Transect CO2, Water Vapor, and Heat Flux, Wet Season 2000","","SCANLON, T.M.|ALBERTSON, J.D.","NASA Oak Ridge National Laboratory DAAC","2004","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=765","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/766","VEMAP 2: Annual Ecosystem Model Responses to U.S. Climate Change, 1994-2100","","KITTEL, T.G.F.|ROSENBLOOM, N.A.|KAUFMAN, C.|ROYLE, J.A.|DALY, C.|FISHER, H.H.|GIBSON, W.P.|AULENBACH, S.|YATES, D.N.|MCKEOWN, R.|SCHIMEL, D.S.|VEMAP2 PARTICIPANTS","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=766","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/767","VEMAP 2: Monthly Ecosystem Model Responses to U.S. Climate Change, 1994-2100","","KITTEL, T.G.F.|ROSENBLOOM, N.A.|KAUFMAN, C.|ROYLE, J.A.|DALY, C.|FISHER, H.H.|GIBSON, W.P.|AULENBACH, S.|YATES, D.N.|MCKEOWN, R.|SCHIMEL, D.S.|VEMAP2 PARTICIPANTS","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=767","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/768","SAFARI 2000 Canopy Structural Measurements, Kalahari Transect, Wet Season 2001","","BOWYER, P.|TRODD, N.M.|DANSON, F.M.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=768","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/769","SAFARI 2000 Landscape Photographs of Kalahari Transect, Mongu, Skukuza Sites","","PRIVETTE, J.L.|TIAN, Y.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=769","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/77","Satellite AVHRR Extracted Data (FIFE)","","NEWCOMER, J.A.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=77","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/770","SAFARI 2000 LAI Measurements at Kalahari Transect Sites, Wet Season 2000","","MYNENI, R.B.|TIAN, Y.|WANG, Y.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=770","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/771","SAFARI 2000 Leaf Area Index and Canopy Structure, Kalahari Transect, 1999-2000","","PRIVETTE, J.L.|MUKELABAI, M.M.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=771","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/772","SAFARI 2000 Leaf Measurements of Dominant Trees, Kalahari Sites, Wet Season 2000","","MIDGLEY, G.F.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=772","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/773","SAFARI 2000 Leaf Spectral Measurements, Kalahari Transect, Wet Season 2000","","MYNENI, R.B.|TIAN, Y.|WANG, Y.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=773","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/774","SAFARI 2000 PAI Estimates from Hemispherical Photography, Kalahari Transect","","ROBERTS, G.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=774","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/775","SAFARI 2000 Stem and Canopy Characterization, Kalahari Transect, 1995-2000","","CAYLOR, K.K.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=775","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/776","SAFARI 2000 Vegetation Cover Characteristics, Kalahari Transect, Wet Season 2000","","RINGROSE, S.|MATHESON, W.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=776","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/777","SAFARI 2000 Woody Vegetation Characteristics of Kalahari and Skukuza Sites","","SCHOLES, R.J.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=777","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/778","SAFARI 2000 LAI and FPAR Measurements at Sua Pan, Botswana, Dry Season 2000","","BUERMANN, W.|HELMLINGER, M.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=778","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/779","SAFARI 2000 BRDF Measurements at Sua Pan and Skukuza, Dry Season 2000","","HELMLINGER, M.|BUERMANN, W.|ECKARDT, F.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=779","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/78","Satellite Landsat TM Extr. Data (FIFE)","","NEWCOMER, J.A.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=78","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/780","SAFARI 2000 Surface Spectral Reflectance at Sua Pan, Botswana, Dry Season 2000","","HELMLINGER, M.|BUERMANN, W.|ECKARDT, F.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=780","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/781","SAFARI 2000 Leaf Area Measurements at the Mongu Tower Site, Zambia, 2000-2002","","PRIVETTE, J.L.|MUKELABAI, M.M.|HUEMMRICH, K.F.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=781","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/782","SAFARI 2000 Surface Irradiance Measurements, Mongu Tower Site, Zambia, 2000-2002","","PRIVETTE, J.L.|MUKELABAI, M.M.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=782","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/783","SAFARI 2000 Plant and Soil C and N Isotopes, Southern Africa, 1995-2000","","ARANIBAR, J.N.|MACKO, S.A.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=783","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/784","SAFARI 2000 FPAR TRAC Data for Mongu, Zambia, 1999-2002","","PRIVETTE, J.L.|MUKELABAI, M.M.|HUEMMRICH, K.F.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=784","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/785","SAFARI 2000 Daily Rainfall Totals for Mongu, Zambia, 1999-2002","","MUKELABAI, M.M.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=785","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/786","SAFARI 2000 Surface Albedo and Radiation Fluxes at Mongu and Skukuza, 2000-2002","","PRIVETTE, J.L.|MUKELABAI, M.M.|HANAN, N.P.|HAO, Z.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=786","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/787","SAFARI 2000 NBI Vegetation Map of the Savannas of Southern Africa","","RUTHERFORD, M.C.|O'FARREL, P.|GOLDBERG, K.|MIDGLEY, G.F.|POWRIE, L.W.|RINGROSE, S.|MATHESON, W.|TIMBERLAKE, J.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=787","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/788","SAFARI 2000 Tree Ring Data, Mongu, Zambia, Dry Season 2000","","TROUET, V.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=788","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/789","SAFARI 2000 Soil Properties, Moisture, and Temp., Skukuza and Mongu, 1999-2001","","PINHEIRO, A.C.|PRIVETTE, J.L.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=789","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/79","Satellite SPOT Extracted Data (FIFE)","","NEWCOMER, J.A.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=79","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/790","SAFARI 2000 Global Burned Area Map, 1-km, Southern Africa, 2000","","JOINT RESEARCH CENTRE EUROPEAN COMMISSION","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=790","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/791","SAFARI 2000 AERONET-derived Diffuse Spectral Irradiance for Eight Core Sites","","PRIVETTE, J.L.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=791","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/792","SAFARI 2000 Modeled Tropospheric Air Mass Trajectories, Dry Season 2000","","FREIMAN, T.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=792","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/793","SAFARI 2000 Daily Rainfall Estimates, 0.1-Deg, Southern Africa, 1993-2001","","LAYBERRY, R.|KNIVETON, D.R.|TODD, M.C.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=793","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/794","SAFARI 2000 PAR Measurements, Kalahari Transect, Botswana, Wet Season 2000","","PRIVETTE, J.L.|TIAN, Y.|WANG, Y.|SCHOLES, R.J.|MYNENI, R.B.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=794","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/795","SAFARI 2000 Vegetation Structure of Kataba Forest, Zambia, Wet Season 2000","","FROST, P.G.H.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=795","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/796","SAFARI 2000 MODIS 500-m Burned Area Products, Southern Africa, Dry Season 2000","","ROY, D.P.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=796","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/797","Global N Cycle: Fluxes and N2O Mixing Ratios Originating from Human Activity","","HOLLAND, E.A.|LEE-TAYLOR, J.|NEVISON, C.|SULZMAN, J.M.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=797","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/799","Phenoregions For Monitoring Vegetation Responses to Climate Change","","WHITE, M.A.|HOFFMAN, F.M.|HARGROVE, W.W.|NEMANI, R.R.","NASA Oak Ridge National Laboratory DAAC","2005","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=799","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/80","SE-590 Field-Meas. Reflectances (OTTER)","","STRAHLER, A.H.","NASA Oak Ridge National Laboratory DAAC","1994","http://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=80","Active","Oak Ridge National Laboratory DAAC",""
